Emotion,Selected,Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude,Author
Joy,No,"VANITY &amp; TRUMP. 
Where are they now? @nytimes 
#TrumpTreason #TrumpIsALaughingStock #TrumpMeltdown #insurrection #Trump  #SeditionCaucus 
#DonaldTrump 

 ""President Donald Trump Is Praised — By The Cabinet He Appointed | The New York Times"" on YouTube

https://t.co/EP8kXzqJHu",1/17/2021 5:51,en,,0,0,,Enola Grae,"I AM QUEEN OF SHEBA...(Really, my birth name)
Writer, Feminist, & Human rights activist ...   
On my spirtual Journey to enlightenment, happiness & peace...",2652,11356,283,99,0,FALSE,,,@EnolaGrae
Joy,No,"@JHoganGidley Funny how the man who said everything was either a hoax or fake news, now plans to pardon himself, his family and those that shilled for him. 

Screams innocence, right ? 
#TrumpImpeachment 
#TrumpIsACriminal 
#TrumpLies 
#Trump 
#AmericaOrTrump",1/17/2021 5:50,en,,0,0,@JHoganGidley,Brandy Batliwala,an opinion but not always judgement #womensrights #RESIST #lgbtq #politics #sports #travel #food #film. my hero #FieldMarshalSamManekshaw,10180,15575,805,257,1,FALSE,,,@chatter16979696
Surprise,No,"How about when #Trump said in a speech in California, “Look at my African American over here!” #favoritetrumpmemories",1/17/2021 5:50,en,US,0,0,,Stephen Goldblatt,Half way through this marathon.,2341,1278,770,1516,99,FALSE,,,@Goldblartsky
Fear,No,"#TrumpTerrorist #MarcoRubio darling,

You can't pray the #Trump stink away.

Sincerely,

America https://t.co/BbY8aI5wva",1/17/2021 5:50,en,,1,0,,don - Contempt of Trump - auto - WEAR A MASK,"#BidenHarris2020
Viva la #Resistance 
#VoteBlueNoMatterWho 

More followers than #BunkerBitch #Trump!

Blocked by @ScottBaio",33246,114,1990,1735,0,FALSE,,,@Mr_Don_Auto
Fear,No,"@LRussellWolpe @phbarratt @CroakeyNews @MelissaSweetDr Yes, that they might do it with impunity in #Trump's America. #auspol",1/17/2021 5:50,en,,0,0,@LRussellWolpe,MORRIGAN,,2332,11384,0,28,1,FALSE,,,@BABDCATHA2
Surprise,No,#Trump Knows https://t.co/Hakk9VoM9k,1/17/2021 5:50,en,,2,1,,Kevs Dumpster Fire,We Are the Authors of Our Stories Now #LightTwerker 🍑,27155,69247,842,2217,10,FALSE,,,@kevsdumpster
Joy,No,"This is still the most incredible picture of the Trump Administration. Seriously. That’s a sitting American president. Imagine Obama, Hillary, Bush, Biden, or literally any other elected official ever...oh wait @senatemajldr actually he could probably pull that off. Nvm. #Trump https://t.co/030RgUrgTb",1/17/2021 5:50,en,,0,0,,Alex,"Talents a myth. Every person on the planet has the ability to achieve their wildest dreams, but only 1% are willing to do the work it takes to get there.",8919,1317,239,135,1,FALSE,,,@DaLegendaryAlex
Joy,No,"When the inevitable war within the Republican party divides them and the potty-trained Republicans splinter off, can we just call who's left (former R's) the Nazi party? No sense in being daft about their white nationalist roots and hatred of democracy. 

#gop #nazi #trump https://t.co/aKPmKaMRHj",1/17/2021 5:50,en,,0,0,,Pleasant Peasant,,201,367,65,1,0,FALSE,,,@n0rth_remember5
Joy,No,#Trump was responsible for the #CapitolRiot  He needs to show #Accountability and face #Consequences Pentagon Confirms Military Will Not Hold Traditional Farewell Ceremony for Trump https://t.co/dQF0qkFcof via @mediaite,1/17/2021 5:49,en,,2,2,,Sandy L,"Mom of 7. Blessed with many grandkids. Married. The world is a beautiful place, even in 2020! #FightForTheGood  #Biden2020  #DitchMitch  #BLM  #BeKind",1810,1615,1135,527,1,FALSE,,,@LaporteSandy
Joy,No,"Kinda breathes new life into @SpeakerPelosi ripping up his State of the Union speech, eh?
#Trump getting all butthurt by it makes sense now. 

https://t.co/vzn9ixmcxY",1/17/2021 5:49,en,,0,0,,Chris King,Geek|Father|Husband|Human,1580,374,396,50,1,FALSE,,,@CrizzlePope
Joy,No,"@MyFateMyDestiny @DesignationSix @yogafan108 @KraftHeinzCo @BestBuy @Carvana @Disney @hulu @TivityHealth @tecovas @ForceFactor @DealDash @NordicTrack @ProcterGamble @Tampax @Always @CopperFit Dear @FoxNews #FoxEntertainment 
#OurChoices #Accountability

#ICHOSE not to believe #Trump lies
#ICHOSE not to share #FoxPropaganda 
#ICHOSE to ignore dangerous #TrumpRhetoric
#ICHOSE not to attend #TrumpRallies
#ICHOSE not to support #Trump202O
#ICHOSE to NOT break laws",1/17/2021 5:49,en,,0,0,@MyFateMyDestiny,🌊 Grandma's Here! 🌊,Widow of a USMC VETERAN🌊Bless Our Troops🌊Social Distancing & Masks WORK!🌊#BidenWon,24016,19087,3274,2040,35,FALSE,,,@Grandma_Storm
Joy,No,"@madhukishwar @PMOIndia Disagree with last line.

BUT, continuous ignorance &amp; underestimating Anti-Indian #Leftists cabal is a serious concern since 7 yrs of governance.

After all #Trump lost all his glory due to ignoring these #leftists only.

@narendramodi ji must not repeat this fault.",1/17/2021 5:49,en,,0,0,@madhukishwar,Proud Indian 🇮🇳,"Rashtrabhakt NOT Andhbhakt.Traveller+Foodie

Blocked by 🤘: @ArvindKejriwal @ashoswai @anubhavsinha @MANJULtoons @abbas_nighat @MrinalPande1 @artwhoring",8057,28584,2426,2792,3,FALSE,,,@16abha16
Joy,No,"Of course his alike in Florida will give him a warm welcome

#Trump will leave Washington in disgrace, destined for a warmer welcome in Florida, where some supporters are so gung-ho they recently wrote his name on the back of a fat, lumbering manatee  https://t.co/3VSN0GJ09B",1/17/2021 5:48,en,,0,0,,Randa HABIB,"Author, Formerly director AFP news agency Jordan and Amnesty International regional director for MENA. Committed to live fully every day until the ""expiry date""",83132,3675,766,36117,643,TRUE,,,@RandaHabib
Surprise,No,@donwinslow @laurenboebert just fits in with #Trump and his ilk.. such low class,1/17/2021 5:48,en,,0,0,@donwinslow,Andreas J.A. S.,"*/ Views expressed are my own /* Passionate abou Data Viz & UX /* 

Proud Dad of 3, so don't B.S. me
*** Heart lies in Africa ***",25806,18008,488,704,239,FALSE,,,@Xeradox
Sadness,No,"Exactly...BOTH 👈

Let #Trump suffer the way he tormented all of us for the past 4 years https://t.co/K0BPdPycy9",1/17/2021 5:48,en,,0,0,,and the livin's easy,I adopt adult Basset Hounds. Huge fan of all things Sci-fi. I keep Vampire hours. Depression & OCD sufferer.,271941,89407,4671,1766,91,FALSE,,,@madamyez
Sadness,No,Yeah.  Perfect theme song for Trump's last day 🖕. #GTFO #Trump https://t.co/UMasXrLScG,1/17/2021 5:48,en,,0,0,,Antifa cheer squad captain,Trumpism is destroying our democracy. Gym Jordan is a screaming fuckwit. Follow me and I follow back. No DMs. Too many cray cray Trumpers. #resister #resist,9821,38020,952,746,2,FALSE,,,@MarieON93755057
Fear,No,#Trump has laid bare the darkness and deepest issues and hidden truths of humanity.,1/17/2021 5:48,en,,0,0,,💙 🇨🇦 Debbie 🇨🇦 💙,"Married to my best friend! #resist #BidenHarris NO DMs, for you assholes that means DO NOT SEND ME A MESSAGE TO SAY “Hi Debbie How Are You?”",14020,14265,4344,2254,2,FALSE,,,@dancindebbie
Surprise,No,"brand intuitive #markets with #domains 
💰 #biden #trump Buy #domain https://t.co/tyKa3FfomD https://t.co/iIie2xxETi https://t.co/uetWwi6BIH",1/17/2021 5:48,en,,0,0,,Buy crazy domains,We do #WordPress and sell #domains,27722,220,1663,1243,346,FALSE,,,@buycrazydomains
Surprise,No,Hit the road Jack don’t you come back no more! #trumpmemes #trump #goodbyetrump #seeyanever #funny #packyourbags #getout https://t.co/1fkETAFiei,1/17/2021 5:48,en,,0,0,,craymo,"Multiple award winning Indie LGBT singer/songwriter pop/rock music. Music Supervisor/DJ Dir of Publishing for Moho Productions, https://t.co/DPnofdq3JH",15678,3233,4650,4600,110,FALSE,,,@craymo
Joy,No,"#removing #Trump MORE Links to REMOVING TRUMP #impeachment #25thAmendment #DCRIOTS 
https://t.co/Axej7hg4WI",1/17/2021 5:48,en,,0,0,,"Tom Gillispie, EDITOR/WRITER","★ READING ★ WRITING ★ DOGS ★ FOOTBALL ★ MIAMI DOLPHINS  ★ BASEBALL ★ SINGING ★ STAR TREK ★ MYSTERY AND SCIFI BOOKS ★ WESTERNS. 
EMAIL: tgilli52@gmail.com",120303,189,3718,4244,422,FALSE,,,@EDITORatWORK
Surprise,No,"""Death by Covid""?  Wasn't that the #Trump health care plan? https://t.co/I1gbPHQZtL",1/17/2021 5:47,en,,2,0,,"Ms. Pinecone (Diana ""of the pine"")","#BuildBackBetter #BlackLivesMatter How did we get here? The GOP makes me SICK.  Feed the hungry, wear a mask, and wake up.",24468,51567,1386,1001,1,FALSE,,,@PolishPiney
Surprise,No,A Houston police officer resigned after his chief accused him of breaching the US Capitol https://t.co/AUqlRnH256 #breakingnews #news #trump #followback,1/17/2021 5:47,en,,0,0,,Big Time News Today,The Hottest news story's from around the world. Join us at https://t.co/6O5zVcGcej where we blog about today's trending and breaking news on the daily!,8768,4,536,728,1,FALSE,,,@bigtimenewsus
Joy,No,".⁦@IvankaTrump⁩ had hoped to become the first female president, apparently on the premise that the the presidency should be a family business. The mob of #Trump supporters storming the Capitol vaporized those dreams. https://t.co/NOUJ32Hn13",1/17/2021 5:47,en,,0,0,,𝕄𝕖𝕥𝕣𝕠 ℕ𝕐 𝕁𝕖𝕣𝕣𝕪,"Progressive, Objective. No Tolerance for Racism. I share Israel's 🇮🇱support for #HumanRights. I oppose 🖕🏽Trump®, BDS, KKK, NRA, Hamas.",129957,30477,5001,4600,208,FALSE,,,@JBucknoff
Joy,No,"#Seditionists of the House &amp; Senate who told the masses #TheBigLie #Gozar, #Cruz, #Hawley #Boebert and lesser-known #traitors, #MAGATerrorists this is how you've harmed America! #Trump is the only #POTUS to ever try to obstruct a #PeacefulTransferOfPower! https://t.co/PAgWJ1tHXh",1/17/2021 5:47,en,,6,0,,Celestial Sojourner,"#AntiFascist, retired RN 
#NowItsAWitchHunt #MagickResistance 
#GoLeftAmerica! #Resistance 
Typos & content are #MyBad! @FXMoore2 is my hero & my bey!",48410,75114,42584,43118,9,FALSE,,,@CSojourner
Sadness,No,I miss those days when #Trump roasted #Biden for being the idiot he truly is.,1/17/2021 5:46,en,,0,0,,ع ُر و بة,"They hate the truth, I fight for it..",61219,13904,361,699,0,FALSE,,,@3urubah
Joy,No,#earthquake that was a baby earthquake. I wonder when the mother will show. The 2nd and 3rd always come much bigger. Watch out california maybe san andreas fault is about to perform the big one in time for @JoeBiden #InaugurationDay and keep #Trump in power in national emergency,1/17/2021 5:46,en,,1,0,,Lee McCluskey,"Just because sometimes I Retweet seemingly far right tweets doesn't make me far right & my tweets are just common sense. socialism never ever works
ME sufferer",12692,2699,1480,510,1,FALSE,,,@LeeMccluskey
Sadness,No,@cris_n3wy Definitely the Invisible Book that was once read by the Invisible Man. That's the only book #Trump's ever read. Snap! 🐾,1/17/2021 5:46,en,,0,0,@cris_n3wy,Little Black Devil dog,"I'm an observer/intuitive. I 've  followed politics for some time. I write poetry, also articles. VP Property Mgt. No Lists! 🌊🌊🎶🐕🐎🐺🦅🇺🇸♈",5860,4279,2157,1014,0,FALSE,,,@leiter_robin
Joy,No,"@senatemajldr @GOP You KNEW who #Trump was when you nominated him.  What is god's name were you thinking?
I would suggest you not do it again.",1/17/2021 5:46,en,,0,0,@senatemajldr,MissRed,,2531,792,3,1,0,FALSE,,,@MissRed80614542
Sadness,No,@Franklin_Graham repent of your love of #Trump  you can not serve two masters,1/17/2021 5:46,en,,0,0,@Franklin_Graham,middleamerica,,110,331,28,1,0,FALSE,,,@middlea75746336
Fear,No,@macantone @RexChapman that fact the my pillow guy is giving #Trump advice..is definitely not a good thing... https://t.co/st139fWJaN,1/17/2021 5:46,en,,0,0,@macantone,Independent02,"I am a registered independent born and raised in the US and still a citizen,but live https://t.co/iMA2TR0PE8 Edition is the best group ever",75568,21084,866,273,24,FALSE,,,@Independent02
Surprise,No,@NPR #Trump always excelled as being low class,1/17/2021 5:46,en,,1,0,@NPR,Andreas J.A. S.,"*/ Views expressed are my own /* Passionate abou Data Viz & UX /* 

Proud Dad of 3, so don't B.S. me
*** Heart lies in Africa ***",25806,18008,488,704,239,FALSE,,,@Xeradox
